Codigo,NomeCatalogoAtual,NomeCadastro,DescricaoCadastro,EspecificacoesCadastro
5027,LUSTRE LTP-008B E14X5,LUSTRE LTP-008B E14X5,Lustre LTP-008B para 5 lâmpadas E14,CÓDIGO: 5027\REFERÊNCIA: 5027\BASE: E14\GARANTIA: 1 ano
5028,LUSTRE LTP-008A E14X5,LUSTRE LTP-008A E14X5,Lustre LTP-008A para 5 lâmpadas E14,CÓDIGO: 4028\REFERÊNCIA: 4028\BASE: E14\GARANTIA: 1 ano
5029,LUSTRE LTB-002A E14X8,LUSTRE LTB-002A E14X8,Lustre LTB-002A E14x8,CÓDIGO: 5029\REFERÊNCIA: 5029\BASE: E14\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5030,ARANDELA AL15 BR 3W 3000K BRANCA,ARANDELA AL15 BR 3W 3000K BRANCA,Luminária Arandela LED AL15 3W 3000K Branca,CÓDIGO: 5030\REFERÊNCIA: 5030\POTÊNCIA(W): 3W\COR: Branca\TENSÃO(V): 100 ~ 240V\PROTEÇÃO: IP65\TEMP. COR: 3.000K\FLUXO LUMINOSO (lm): 180lm\DIMENSÕES: 120x120x50mm\VIDA ÚTIL: 15.000h\GARANTIA: 1 ano
5031,ARANDELA AL15 PR 3W 3000K PRETA,ARANDELA AL15 PR 3W 3000K PRETA,Luminária Arandela LED AL15 3W 3000K Preta,CÓDIGO: 5031\REFERÊNCIA: 5031\POTÊNCIA(W): 3W\COR: Preta\TENSÃO(V): 100 ~ 240V\PROTEÇÃO: IP65\TEMP. COR: 3.000K\FLUXO LUMINOSO (lm): 180lm\DIMENSÕES: 120x120x50mm\VIDA ÚTIL: 15.000h\GARANTIA: 1 ano
5032,ARANDELA AL15 MR 3W 3000K MARROM,ARANDELA AL15 MR 3W 3000K MARROM,Luminária Arandela LED AL15 3W 3000K Marrom,CÓDIGO: 5032\REFERÊNCIA: 5032\POTÊNCIA(W): 3W\COR: Marrom\TENSÃO(V): 100 ~ 240V\PROTEÇÃO: IP65\TEMP. COR: 3.000K\FLUXO LUMINOSO (lm): 180lm\DIMENSÕES: 120x120x50mm\VIDA ÚTIL: 15.000h\GARANTIA: 1 ano
5033,ARANDELA AL15 MR 3W 3000K CINZA,ARANDELA AL15 MR 3W 3000K CINZA,Luminária Arandela LED AL15 3W 3000K Cinza,CÓDIGO: 5033\REFERÊNCIA: 5033\POTÊNCIA(W): 3W\COR: Cinza\TENSÃO(V): 100 ~ 240V\PROTEÇÃO: IP65\TEMP. COR: 3.000K\FLUXO LUMINOSO (lm): 180lm\DIMENSÕES: 120x120x50mm\VIDA ÚTIL: 15.000h\GARANTIA: 1 ano
5034,PENDENTE LPL-005D 4000K 50W,PENDENTE LPL-005D 4000K 50W,Luminária LED Pendente LPL-005D 4000K 50W,CÓDIGO: 5034\REFERÊNCIA: 5034\TEMPERATURA DE COR: 4000K\POTÊNCIA: 50W\BASE: SMD\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5035,PENDENTE LPL-004D 4000K 40W,PENDENTE LPL-004D 4000K 40W,Luminária LED Pendente LPL-004D SMD 4000K 40W,CÓDIGO: 5035\REFERÊNCIA: 5035\TEMPERATURA DE COR: 4000K\POTÊNCIA: 40W\BASE: SMD\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5036,PENDENTE LPL-004P 4000K 40W,PENDENTE LPL-004P 4000K 40W,Luminária LED Pendente LPL-004P 4000K 40W,CÓDIGO: 5036\REFERÊNCIA: 5036\TEMPERATURA DE COR: 4000K\POTÊNCIA: 40W\BASE: SMD\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5038,PENTENDE NT-001 E27X3,PENTENDE NT-001 E27X3,Luminária Pendente NT-001 para 3 Lâmpadas Soquete E27,CÓDIGO: 5038\REFERÊNCIA: 5038\BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5039,PENDENTE NT-006P E27X1,PENDENTE NT-006P E27X1,Luminária Pendente NT-006P Soquete E27,CÓDIGO: 5039\REFERÊNCIA: 5039\BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5040,PENDENTE NT-006C E27X1,PENDENTE NT-006C E27X1,Luminária Pendente NT-006C Soquete E27,CÓDIGO: 5040\REFERÊNCIA: 5040\BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5041,PENDENTE NT-007P E27X1,PENDENTE NT-007P E27X1,Luminária Pendente NT-007P Soquete E27,CÓDIGO: 5041\REFERÊNCIA: 5041\BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5042,PENDENTE NT-007C E27X1,PENDENTE NT-007C E27X1,Luminária Pendente NT-007C Soquete E27,CÓDIGO: 5042\REFERÊNCIA: 5042\BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5043,PENDENTE NT-008P E27X1,PENDENTE NT-008P E27X1,Luminária Pendente NT-008P Soquete E27,CÓDIGO: 5043\REFERÊNCIA: 5043\BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5044,PENDENTE NT-008B E27X1,PENDENTE NT-008B E27X1,Luminária Pendente NT-008B Soquete E27,CÓDIGO: 5044\REFERÊNCIA: 5044\BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5045,PENDENTE NT-009P E27X1,PENDENTE NT-009P E27X1,Luminária Pendente NT-009P Soquete E27,CÓDIGO: 5045\REFERÊNCIA: 5045\BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5046,PENDENTE NT-002B E27X1,PENDENTE NT-002B E27X1,Luminária Pendente NT-002B Soquete E27,CÓDIGO: 5046\REFERÊNCIA: 5046\BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5047,PENDENTE NT-002C E27X1,PENDENTE NT-002C E27X1,Luminária Pendente NT-002C Soquete E27,CÓDIGO: 5047\REFERÊNCIA: 5047\BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5048,PENDENTE NT-002P E27X1,PENDENTE NT-002P E27X1,Luminária Pendente NT-002P Soquete E27,CÓDIGO: 5048\REFERÊNCIA: 5048\BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5049,PENDENTE NT-003P E27X1,PENDENTE NT-003P E27X1,Luminária Pendente NT-003P Soquete E27,CÓDIGO: 5049\REFERÊNCIA: 5049\BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5050,PENDENTE NT-004P E27X1,PENDENTE NT-004P E27X1,Luminária Pendente NT-004P Soquete E27,CÓDIGO: 5050\REFERÊNCIA: 5050\BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5051,PENDENTE NT-005P E27X1,PENDENTE NT-005P E27X1,Luminária Pendente NT-005P Soquete E27,CÓDIGO: 5051\REFERÊNCIA: 5051\BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5052,PENDENTE NT-005B E27X1,PENDENTE NT-005B E27X1,Luminária Pendente NT-005B Soquete E27,CÓDIGO: 5052\REFERÊNCIA: 5052\BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5053,ARANDELA ALP-001P E27X1,ARANDELA ALP-001P E27X1,Luminária Arandela ALP-001P Soquete E27,CÓDIGO: 5053\REFERÊNCIA: 5053\COR: Preta\DIMENSÕES: 130mmx132mm\GARANTIA: 1 ano
5054,LUMINARIA CORDA PC02 D350 H320 E27X1,LUMINARIA CORDA PC02 D350 H320 E27X1,Luminária Corda PC-02 D350 H320 Soquete E27,CÓDIGO: 5054\REFERÊNCIA: 5054\POTÊNCIA: 40W\BASE: E27\TENSÃO(V): 100-240V\DIMENSÕES: Ø350x320mm\GARANTIA: 1 ano
5055,PENDENTE CORDA PC03 D300 H220 E27X1,PENDENTE CORDA PC03 D300 H220 E27X1,Luminária Corda PC-03 D300 H220 Soquete E27,CÓDIGO: 5055\REFERÊNCIA: 5055\POTÊNCIA: 40W\BASE: E27\TENSÃO(V): 100-240V\DIMENSÕES: Ø300x220mm\GARANTIA: 1 ano
5056,LUMINARIA CORDA PC04 D350 H350 E14X3,LUMINARIA CORDA PC04 D350 H350 E14X3,Luminária Corda PC-04 D350 H350 Soquete E14,CÓDIGO: 5056\REFERÊNCIA: 5056\POTÊNCIA: 40W\BASE: E14\TENSÃO(V): 100-240V\DIMENSÕES: Ø350x350mm\GARANTIA: 1 ano
5057,LUMINARIA CORDA PC05 D300 H170 E27X1,LUMINARIA CORDA PC05 D300 H170 E27X1,Luminária Corda PC-05 D300 H170 Soquete E27,CÓDIGO: 5057\REFERÊNCIA: 5057\POTÊNCIA: 40W\BASE: E27\TENSÃO(V): 100-240V\DIMENSÕES: Ø300x170mm\GARANTIA: 1 ano
5058,PENDENTE LPL-005P 4000K 50W,PENDENTE LPL-005P 4000K 50W,Luminária LED Pendente LPL-005P 4000K 50W,CÓDIGO: 5058\REFERÊNCIA: 5058\TEMPERATURA DE COR: 4000K\POTÊNCIA: 50W\BASE: SMD\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5059,PENDENTE LPL-006 4000K 50W,PENDENTE LPL-006 4000K 50W,Luminária LED Pendente LPL-006 4000K 50W,CÓDIGO: 5059\REFERÊNCIA: 5059\TEMPERATURA DE COR: 4000K\POTÊNCIA: 50W\BASE: SMD\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5060,PENDENTE NT-011D E27X1,PENDENTE NT-011D E27X1,Luminária Pendente NT-011D Soquete E27,CÓDIGO: 5060\REFERÊNCIA: 5060\BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5061,PENDENTE PA-01 G9X6,PENDENTE PA-01 G9X6,Luminária Pendente PA-01 G9X6,CÓDIGO: 5061\REFERÊNCIA: 5061\BASE: G9X6\GARANTIA: 1 ano
5062,PENDENTE PR-002 G9X3 E27X1,PENDENTE PR-002 G9X3 E27X1,Luminária Pendente PR-002 G9X3 E27X1,CÓDIGO: 5062\REFERÊNCIA: 5062\BASE: G9X3 e E27X1\GARANTIA: 1 ano
5063,REFLETOR LED R-300W 6500K,REFLETOR LED R-300W 6500K,Refletor LED R-300W 6500K,CÓDIGO: 5063\REFERÊNCIA: 5063\POTÊNCIA(W): 300W\COR: Preto\TENSÃO(V): 100 ~ 240V\PROTEÇÃO: IP65\TEMP. COR: 6.500K\FLUXO LUMINOSO (lm): 24000lm\DIMENSÕES: 430x330x75mm\GARANTIA: 1 ano
5064,REFLETOR LED R-400W 6500K,REFLETOR LED R-400W 6500K,Refletor R-400W 6500K,CÓDIGO: 5064\REFERÊNCIA: 5064\POTÊNCIA(W): 400W\COR: Preto\TENSÃO(V): 100 ~ 240V\PROTEÇÃO: IP65\TEMP. COR: 6.500K\FLUXO LUMINOSO (lm): 32000lm\DIMENSÕES: 537x358x75mm\GARANTIA: 1 ano
5065,REFLETOR LED R-500W 6500K,REFLETOR LED R-500W 6500K,Refletor R-500W 6500K,CÓDIGO: 5065\REFERÊNCIA: 5065\POTÊNCIA(W): 500W\COR: Preto\TENSÃO(V): 100 ~ 240V\PROTEÇÃO: IP65\TEMP. COR: 6.500K\FLUXO LUMINOSO (lm): 40000lm\DIMENSÕES: 637x367x75mm\GARANTIA: 1 ano
5066,LAMP BULBO LED 100W BIVOLT 6500K E40,LAMP BULBO LED 100W BIVOLT 6500K E40,Lâmpada Bulbo LED T-160 100W 6500K Socket E40,CÓDIGO: 5066\REFERÊNCIA: 5066\POTÊNCIA(W): 100W\BASE: E40\TENSÃO(V): 100-240V\FLUXO LUMINOSO (lm): 9000lm\ TEMP. COR(K): 6.500K\DIMENSÃO APROX: 160x283mm\FREQUÊNCIA: 50/60Hz\ÂNGULO DE ABERTURA: 230°\VIDA ÚTIL: 25.000h\GARANTIA: 1 ano
5067,FITA LED NEON 2835 6500K 220V 50M,FITA LED NEON 2835 6500K 220V 50M,Fita LED NEON 2835 220V 6500K 50M,CÓDIGO: 5067\REFERÊNCIA: 5067\TENSÃO(V): 220V\GARANTIA: 1 ano\POTÊNCIA(W): 6W/m\TEMP. COR(K): 6500K\LED Qty: 120 LEDS/m\PROTEÇÃO: IP67\
5068,FITA LED NEON 2835 3000K 220V 50M,FITA LED NEON 2835 3000K 220V 50M,Fita LED NEON 2835 220V 3000K 50M,CÓDIGO: 5068\REFERÊNCIA: 5068\TENSÃO(V): 220V\GARANTIA: 1 ano\POTÊNCIA(W): 6W\TEMP. COR(K): 3000K\LED Qty: 120 LEDS/m\PROTEÇÃO: IP67\
5069,FITA LED NEON 2835 AZUL 220V 50M,FITA LED NEON 2835 AZUL 220V 50M,Fita LED NEON 2835 220V Azul 50M,CÓDIGO: 5069\REFERÊNCIA: 5069\TENSÃO(V): 220V\GARANTIA: 1 ano\POTÊNCIA(W): 6W/m\TEMP. COR(K): AZUL\LED Qty: 120 LEDS/m\PROTEÇÃO: IP67\
5070,FITA LED NEON 2835 VERMELHA 220V 50M,FITA LED NEON 2835 VERMELHA 220V 50M,Fita LED NEON 2835 220V Vermelha 50M,CÓDIGO: 5070\REFERÊNCIA: 5070\TENSÃO(V): 220V\GARANTIA: 1 ano
5071,FITA LED NEON 2835 VERDE 220V 50M,FITA LED NEON 2835 VERDE 220V 50M,Fita LED NEON 2835 220V Verde 50M,CÓDIGO: 5071\REFERÊNCIA: 5071\TENSÃO(V): 220V\GARANTIA: 1 ano
5077,PENDENTE LP-06A SMD 85W 4000K,PENDENTE LP-06A SMD 85W 4000K,Luminária LED Pendente LP-06A 4000K 85W,CÓDIGO: 5077\REFERÊNCIA: 5077\TEMPERATURA DE COR: 4000K\POTÊNCIA: 85W\BASE: SMD\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5078,PENDENTE PA-02 E27X6,PENDENTE PA-02 E27X6,Luminária Pendente PA-02 E27X6,CÓDIGO: 5078\REFERÊNCIA: 5078\BASE: E27X6\GARANTIA: 1 ano
5079,LUSTRE LTP-011 46W 3 EM 1,LUSTRE LTP-011 46W 3 EM 1,Lustre LTP-011 46W 3 em 1 Bivolt,CÓDIGO: 5079\REFERÊNCIA: 5079\POTÊNCIA: 46W\FLUXO LUMINOSO: 3680LM\ TEMP. DE COR: 3 EM 1\ VOLTAGEM: Bivolt\GARANTIA: 1 ano
5080,LUSTRE LTP-012 56W 3 EM 1,LUSTRE LTP-012 56W 3 EM 1,Lustre LTP-012 56W 3 em 1 Bivolt,CÓDIGO: 5080\REFERÊNCIA: 5080\POTÊNCIA: 56W\ TEMP. DE COR: 3 EM 1\ VOLTAGEM: Bivolt\GARANTIA: 1 ano
5081,LUSTRE LTP-008 50W 3 EM 1,LUSTRE LTP-008 50W 3 EM 1,Lustre LTP-008 50W 3 em 1 Bivolt,CÓDIGO: 5081\REFERÊNCIA: 5081\POTÊNCIA: 50W\ TEMP. DE COR: 3 EM 1\ VOLTAGEM: Bivolt\GARANTIA: 1 ano
5082,LUSTRE LTX-006 48W 3 EM 1,LUSTRE LTX-006 48W 3 EM 1,Lustre LTX-006 48W 3 em 1 Bivolt,CÓDIGO: 5082\REFERÊNCIA: 5082\POTÊNCIA: 48W\ TEMP. DE COR: 3 EM 1\ VOLTAGEM: Bivolt\GARANTIA: 1 ano
5083,LUSTRE LTP-016 48W 3 EM1,LUSTRE LTP-016 48W 3 EM1,Lustre LTP-016 48W 3 em 1 Bivolt,CÓDIGO: 5083\REFERÊNCIA: 5083\POTÊNCIA: 48W\FLUXO LUMINOSO: 3840LM\ TEMP. DE COR: 3 EM 1\ VOLTAGEM: Bivolt\GARANTIA: 1 ano
5084,PENDENTE PA-03 E27X8,PENDENTE PA-03 E27X8,Luminária Pendente PA-03 E27X8,CÓDIGO: 5084\REFERÊNCIA: 5084\BASE: E27X8\GARANTIA: 1 ano
5087,LUSTRE LTP-014 SMD 48W 3 EM 1,LUSTRE LTP-014 SMD 48W 3 EM 1,Lustre LTP-014 48W 3 em 1,CÓDIGO: 5087\REFERÊNCIA: 5087\POTÊNCIA: 48W\ TEMP. DE COR: 3 EM 1\ VOLTAGEM: Bivolt\GARANTIA: 1 ano
5088,LUSTRE LTP-013 SMD 68W 3 EM 1,LUSTRE LTP-013 SMD 68W 3 EM 1,Lustre LTP-013 68W 3 em 1,CÓDIGO: 5088\REFERÊNCIA: 5088\POTÊNCIA: 68W\ TEMP. DE COR: 3 EM 1\ VOLTAGEM: Bivolt\GARANTIA: 1 ano
5089,LUSTRE LT-006 E14X8,LUSTRE LT-006 E14X8,Lustre LT-006 para 8 lâmpadas E14,CÓDIGO: 5089\REFERÊNCIA: 5089\BASE: E14\ VOLTAGEM: Bivolt\GARANTIA: 1 ano
5090,LUMINÁRIA MOLECULAR LM-001 G9X8,LUMINÁRIA MOLECULAR LM-001 G9X8,Luminária Pendente Molecular LM-001 para 8 lâmpadas G9,CÓDIGO: 5090\REFERÊNCIA: 5090\BASE: G9\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5091,LUMINARIA ATOMUS PRETA E27X8,LUMINARIA ATOMUS PRETA E27X8,Luminária Pendente Atomus Preta 40W Soquete E27,CÓDIGO: 5091\REFERÊNCIA: 5091\POTÊNCIA(W): 40W\TENSÃO(V): 100-240V\DIMENSÕES: Ø600mm\GARANTIA: 1 ano
5093,DRIVE PARA LUMINÁRIA 12W,DRIVE PARA LUMINÁRIA 12W,DRIVE PARA LUMINÁRIA 12W,CÓDIGO: 5093\REFERÊNCIA: 5093\POTÊNCIA(W): 12W\AMPERAGEM: 300mA\TENSÃO DE ENTRADA: AC 100-240V\TENSÃO DE SÁIDA: DC 36-43V\FREQUÊNCIA: 50/60Hz\TA: 50° C\TC: 75°C\GARANTIA: 1 ano
5094,DRIVE PARA LUMINÁRIA 18W,DRIVE PARA LUMINÁRIA 18W,DRIVE PARA LUMINÁRIA 18W,CÓDIGO: 5094\REFERÊNCIA: 5094\POTÊNCIA(W): 18W\AMPERAGEM: 300mA\TENSÃO DE ENTRADA: AC 100-240V\TENSÃO DE SÁIDA: DC 54-65V\FREQUÊNCIA: 50/60Hz\TA: 50° C\TC: 75°C\GARANTIA: 1 ano
5095,LUMINARIA PENDENTE LP-200D G9X3,LUMINARIA PENDENTE LP-200D G9X3,Luminária Pendente LP-200D G9X3,CÓDIGO: 5095\REFERÊNCIA: 5095\BASE: G9\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5096,LUMINARIA PENDENTE LP-200P G9X3,LUMINARIA PENDENTE LP-200P G9X3,Luminária Pendente LP-200P G9X3,CÓDIGO: 5096\REFERÊNCIA: 5096\BASE: G9\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5097,LUMINARIA PENDENTE LP-101 SMD 12W 4000K,LUMINARIA PENDENTE LP-101 SMD 12W 4000K,Luminária LED Pendente LP-101 SMD 12W 4000K,CÓDIGO: 5097\REFERÊNCIA: 5097\TEMPERATURA DE COR: 4000K\POTÊNCIA: 12W\BASE: SMD\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5098,DRIVE PARA LUMINÁRIA 25W,DRIVE PARA LUMINÁRIA 25W,DRIVE PARA LUMINÁRIA 25W,CÓDIGO: 5098\REFERÊNCIA: 5098\POTÊNCIA(W): 25W\AMPERAGEM: 300mA\TENSÃO DE ENTRADA: AC 100-240V\TENSÃO DE SÁIDA: DC 72-90V\FREQUÊNCIA: 50/60Hz\TA: 50° C\TC: 75°C\GARANTIA: 1 ano
5099,LUSTRE LTP-010 40W 3 EM 1,LUSTRE LTP-010 40W 3 EM 1,Lustre LTP-010 40W 3 em 1,CÓDIGO: 5099\REFERÊNCIA: 5099\POTÊNCIA: 40W\ TEMP. DE COR: 3 EM 1\ VOLTAGEM: Bivolt\GARANTIA: 1 ano
5100,LUSTRE LTP-009 58W 3 EM 1,LUSTRE LTP-009 58W 3 EM 1,Lustre LTP-009 58W 3 em 1,CÓDIGO: 5100\REFERÊNCIA: 5100\POTÊNCIA: 58W\ TEMP. DE COR: 3 EM 1\ VOLTAGEM: Bivolt\GARANTIA: 1 ano
5101,LUSTRE LTP-015 30W 3 EM 1,LUSTRE LTP-015 30W 3 EM 1,Lustre LTP-015 30W 3 em 1,CÓDIGO: 5101\REFERÊNCIA: 5101\POTÊNCIA: 30W\ TEMP. DE COR: 3 EM 1\ VOLTAGEM: Bivolt\GARANTIA: 1 ano
5115,LUMINARIA EMB QD PL-004A 3000K,LUMINARIA EMB QD PL-004A 3000K,Luminária de embutir PL-004A 18W Bivolt 3000K,CÓDIGO: 3231\REFERÊNCIA: 3231\POTÊNCIA(W): 18W\TENSÃO(V): 100-240V\IRC: 70\ TEMP. COR(K): 3.000K\FLUXO LUMINOSO (lm): 1.450\DIMENSÕES: 220x220x11mm\VIDA ÚTIL: 15.000h\GARANTIA: 1 ano
5116,"LUM. PERFIL EMBUTIR PE006 2M 24,2MMx18MM","LUM. PERFIL EMBUTIR PE006 2M 24,2MMx18MM","PERFIL DE EMBUTIR 2M PE006 24,2x18mm","CÓDIGO: 5116\REFERÊNCIA: 5116\LARGURA TAMPA: 24,2mm\ALTURA: 18mm\LARGURA PERFIL: 16,8mm\ LARGURA INTERNA: 12,6mm\PESO: 330g\MATERIAL: Aço inox\DIFUSOR: Leitoso\GARANTIA: 1 ano"
5117,"LUM. PERFIL EMBUTIR PE009 3M 24,2MMx18MM","LUM. PERFIL EMBUTIR PE009 3M 24,2MMx18MM","PERFIL DE EMBUTIR 3M PE009 24,2x18mm","CÓDIGO: 5117\REFERÊNCIA: 5117\LARGURA TAMPA: 24,2mm\ALTURA: 18mm\LARGURA PERFIL: 16,8mm\ LARGURA INTERNA: 12,6mm\PESO: 490g\MATERIAL: Aço inox\DIFUSOR: Leitoso\GARANTIA: 1 ano"
5118,"LUM. PERFIL SOBREPOR PE007 2M 23MMx26,7MM","LUM. PERFIL SOBREPOR PE007 2M 23MMx26,7MM","PERFIL DE SOBREPOR 2M PE007 23x26,7mm","CÓDIGO: 5118\REFERÊNCIA: 5118\LARGURA TAMPA: 23mm\ALTURA: 26,7mm\LARGURA PERFIL: 23mm\ LARGURA INTERNA: 19,8mm\PESO: 505g\MATERIAL: Aço inox\DIFUSOR: Leitoso\GARANTIA: 1 ano"
5119,"LUM. PERFIL SOBREPOR PE010 3M 23MMx26,7MM","LUM. PERFIL SOBREPOR PE010 3M 23MMx26,7MM","PERFIL DE SOBREPOR 3M PE010 23x26,7mm","CÓDIGO: 5119\REFERÊNCIA: 5119\LARGURA TAMPA: 23mm\ALTURA: 26,7mm\LARGURA PERFIL: 23mm\ LARGURA INTERNA: 19,8mm\PESO: 695g\MATERIAL: Aço inox\DIFUSOR: Leitoso\GARANTIA: 1 ano"
5120,"LUM. PERFIL EMBUTIR PE008 2M 36MMx26,7MM","LUM. PERFIL EMBUTIR PE008 2M 36MMx26,7MM","PERFIL DE EMBUTIR 2M PE008 36x26,7mm","CÓDIGO: 5120\REFERÊNCIA: 5120\LARGURA TAMPA: 36mm\ALTURA: 26,7mm\LARGURA PERFIL: 22,9mm\ LARGURA INTERNA: 19,8mm\PESO: 555g\MATERIAL: Aço inox\DIFUSOR: Leitoso\GARANTIA: 1 ano"
5121,"LUM. PERFIL EMBUTIR PE011 3M 36MMx26,7MM","LUM. PERFIL EMBUTIR PE011 3M 36MMx26,7MM","PERFIL DE EMBUTIR 3M PE011 36x126,7mm","CÓDIGO: 5121\REFERÊNCIA: 5121\LARGURA TAMPA: 36mm\ALTURA: 26,7mm\LARGURA PERFIL: 22,9mm\ LARGURA INTERNA: 19,8mm\PESO: 830g\MATERIAL: Aço inox\DIFUSOR: Leitoso\GARANTIA: 1 ano"
5123,EMENDA PARA PERFIL LED 120°,EMENDA PARA PERFIL LED 120°,EMENDA PARA PERFIL LED 120°,CÓDIGO: 5123\REFERÊNCIA: 5123\LARGURA: 10mm\ESPESSURA: 1mm\COMPRIMENTO: 100mm\ PESO: 12g\MATERIAL: Metal\GARANTIA: 1 ano
5124,EMENDA L PARA PERFIL LED 90°,EMENDA L PARA PERFIL LED 90°,EMENDA L PARA PERFIL LED 90°,CÓDIGO: 5124\REFERÊNCIA: 5124\LARGURA: 10mm\ESPESSURA: 1mm\COMPRIMENTO: 75mm\ PESO: 12g\MATERIAL: Metal\GARANTIA: 1 ano
5125,EMENDA V PARA PERFIL LED 90°,EMENDA V PARA PERFIL LED 90°,EMENDA V PARA PERFIL LED 90°,CÓDIGO: 5125\REFERÊNCIA: 5125\LARGURA: 10mm\ESPESSURA: 1mm\COMPRIMENTO: 60mm\ PESO: 10g\MATERIAL: Metal\GARANTIA: 1 ano
5126,EMENDA PARA PERFIL LED 180°,EMENDA PARA PERFIL LED 180°,EMENDA PARA PERFIL LED 180°,CÓDIGO: 5126\REFERÊNCIA: 5126\LARGURA: 10mm\ESPESSURA: 1mm\COMPRIMENTO: 80mm\ PESO: 10g\MATERIAL: Metal\GARANTIA: 1 ano
5127,PENDENTE LP-500 35W 4000K BIVOLT,PENDENTE LP-500 35W 4000K BIVOLT,Luminária LED Pendente LP-500 35W 4000K,CÓDIGO: 5127\REFERÊNCIA: 5127\TEMPERATURA DE COR: 4000K\POTÊNCIA: 35W\BASE: SMD\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5128,LUM. RL-001D SMD 30W 4000K,LUM. RL-001D SMD 30W 4000K,CÓDIGO: 6407\REFERÊNCIA:,CÓDIGO: 5128\REFERÊNCIA: 5128\TEMPERATURA DE COR: 4000K\POTÊNCIA: 30W\BASE: SMD\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5129,PENDENTE RLP-002P SMD 40W 4000K,PENDENTE RLP-002P SMD 40W 4000K,Luminária LED Pendente RLP-002 SMD 40W 4000K,CÓDIGO: 5129\REFERÊNCIA: 5129\TEMPERATURA DE COR: 4000K\POTÊNCIA: 40W\BASE: SMD\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5130,PENDENTE RLP-001D SMD 30W 4000K,PENDENTE RLP-001D SMD 30W 4000K,Luminária LED Pendente RLP-001D SMD 30W 4000K,CÓDIGO: 5130\REFERÊNCIA: 5130\TEMPERATURA DE COR: 4000K\POTÊNCIA: 30W\BASE: SMD\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5131,PENDENTE RLP-001M SMD 30W 4000K,PENDENTE RLP-001M SMD 30W 4000K,Luminária LED Pendente RLP-001M SMD 30W 4000K,CÓDIGO: 5131\REFERÊNCIA: 5131\TEMPERATURA DE COR: 4000K\POTÊNCIA: 30W\BASE: SMD\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5135,PENDENTE RLP-001P SMD 30W 4000K,PENDENTE RLP-001P SMD 30W 4000K,Luminária LED Pendente RLP-001P SMD 30W 4000K,CÓDIGO: 5135\REFERÊNCIA: 5135\TEMPERATURA DE COR: 4000K\POTÊNCIA: 30W\BASE: SMD\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5136,LUM. RL-001P SMD 30W 4000K,LUM. RL-001P SMD 30W 4000K,Luminária Plafon RL-001P 30W 4000K,CÓDIGO: 5136\REFERÊNCIA: 5136\TEMPERATURA DE COR: 4000K\POTÊNCIA: 30W\BASE: SMD\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5137,LAMPADA BULBO A60 14W 6500K E27,LAMPADA BULBO A60 14W 6500K E27,Lâmpada Alta potência LED Bulbo 14W A-60 Bivolt 6500K E27,CÓDIGO: 5137\REFERÊNCIA: 5137\POTÊNCIA(W): 14W\BASE: E27\CORRENTE: 110mA 127V / 76mA 220V\FLUXO LUMINOSO (lm): 1350lm\TEMP. COR(K): 6500K\TENSÃO(V): 100-240V\FREQUÊNCIA: 60Hz\ EQUIV. INCANDESCENTE: 90W\ DIMENSÃO APROX: 60x118mm\IRC: >80\ FATOR DE POTÊNCIA: >0.7\ VIDA ÚTIL (L70): 25.000h\ ÂNGULO: 180°\PESO: 56g\GARANTIA: 1 ANO
